0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0.02090336124754905,-1.0448083675826993,-1.8549234539078583,-0.47233191255425677,1.4099410791391722,1.365631726305181,-0.3572161819094908,2.0,0.0,1.0,-1.0,1.0,46.0,142.0,226.0,127.0,1.0,68.0,35.0
0.45588660108094403,-0.22427823597324972,-1.16705753813715,-0.47233191255425677,-0.44910834701726593,-0.4299395719777451,0.13891740407589429,1.0,0.0,1.0,2.0,1.0,63.0,161.0,101.0,127.0,1.0,71.0,27.0
-0.19658825866914845,-1.0448083675826993,0.4312011416082593,-0.47233191255425677,-0.3484185017529311,0.46784607716371795,-1.1841054918851326,1.0,1.0,1.0,-1.0,1.0,55.0,130.0,226.0,135.0,1.0,71.0,22.0
-0.5228256885441948,-0.22427823597324972,-1.7646800824150062,0.8858109669947243,-0.4661644865948951,0.46784607716371795,0.6350509900612793,1.0,1.0,1.0,-1.0,1.0,76.0,161.0,234.0,135.0,1.0,71.0,30.0
-1.284046358252636,-0.22427823597324972,1.5115093988098902,-0.47233191255425677,-0.891018686761389,0.46784607716371795,0.30429526607102264,2.0,0.0,1.0,0.0,1.0,64.0,142.0,192.0,135.0,1.0,71.0,27.0
-1.3927921682109847,1.4167820272456497,1.0133137441550955,-0.47233191255425677,1.5431799567234998,1.365631726305181,0.30429526607102264,0.0,1.0,1.0,-1.0,1.0,76.0,150.0,226.0,121.0,1.0,69.0,23.0
0.02090336124754905,-1.0448083675826993,-0.874246164509959,1.338525260177718,-0.9236933371306443,-0.4299395719777451,0.8004288520564077,2.0,0.0,0.0,3.0,1.0,72.0,142.0,234.0,129.0,1.0,71.0,19.0
0.3471407911225953,-1.0448083675826993,-0.8374304607168551,-0.47233191255425677,-0.6029485846806285,-0.4299395719777451,0.6350509900612793,1.0,0.0,0.0,0.0,1.0,70.0,150.0,226.0,133.0,1.0,62.0,18.0
0.1296491712058978,-1.0448083675826993,0.5639335903168774,-0.47233191255425677,1.566572829008366,0.46784607716371795,-0.3572161819094908,2.0,2.0,0.0,-1.0,1.0,69.0,150.0,234.0,121.0,1.0,73.0,25.0
-0.0878424487107997,1.4167820272456497,-0.5180481079662594,-0.47233191255425677,-0.8554687788201275,0.46784607716371795,-0.3572161819094908,2.0,0.0,0.0,-1.0,1.0,64.0,155.0,192.0,143.0,1.0,64.0,32.0
0.1296491712058978,-1.0448083675826993,0.8292760408257109,-0.47233191255425677,-0.9853159690743701,-1.327725221119208,-0.3572161819094908,1.0,0.0,1.0,2.0,1.0,71.0,162.0,103.0,143.0,1.0,68.0,33.0
-0.7403173084608922,1.4167820272456497,0.011044983242171886,1.338525260177718,-0.8125074059723838,-1.327725221119208,-1.3494833538802609,2.0,0.0,1.0,2.0,1.0,62.0,142.0,192.0,129.0,1.0,63.0,27.0
0.6733782209976416,1.4167820272456497,0.7632363415604756,-0.47233191255425677,1.4598951900625232,-0.4299395719777451,-1.1841054918851326,1.0,2.0,1.0,-1.0,1.0,59.0,142.0,101.0,127.0,1.0,58.0,31.0
-0.41407987858584594,-1.0448083675826993,0.9140501170765718,1.7912395533607117,-0.9555584489602086,-0.4299395719777451,-1.1841054918851326,1.0,1.0,1.0,0.0,1.0,72.0,150.0,234.0,121.0,1.0,69.0,23.0
0.7821240309559903,-1.0448083675826993,0.020677473369857174,-0.47233191255425677,1.4597137417691441,1.365631726305181,0.30429526607102264,1.0,1.0,1.0,2.0,1.0,76.0,162.0,101.0,135.0,1.0,71.0,27.0
-0.5228256885441948,-1.0448083675826993,-2.4322606270269858,-0.47233191255425677,1.504657088283028,-0.4299395719777451,-1.018727629890004,1.0,1.0,1.0,-1.0,1.0,69.0,142.0,192.0,133.0,1.0,68.0,35.0
-1.3927921682109847,-1.0448083675826993,0.9765796716342601,2.2439538465437057,1.572532707567816,0.46784607716371795,-0.19183831991436243,2.0,2.0,0.0,-1.0,1.0,69.0,162.0,103.0,112.0,1.0,58.0,17.0
0.02090336124754905,-0.22427823597324972,0.659523810143317,-0.47233191255425677,1.444709363662801,1.365631726305181,1.1311845760466643,0.0,1.0,1.0,2.0,1.0,69.0,130.0,25.0,133.0,1.0,71.0,22.0
-1.6102837881276821,-0.22427823597324972,-0.4768243154706549,-0.47233191255425677,-0.5137458121432895,-0.4299395719777451,0.965806714051536,2.0,2.0,1.0,-1.0,1.0,72.0,161.0,234.0,121.0,1.0,71.0,22.0
-0.3053340686274972,1.4167820272456497,-1.1157114678802493,2.6966681397266994,-0.5547112537638638,1.365631726305181,0.13891740407589429,2.0,0.0,1.0,-1.0,1.0,84.0,162.0,234.0,143.0,1.0,69.0,23.0
-0.0878424487107997,-1.0448083675826993,0.5455257384203255,-0.47233191255425677,1.4682138964359004,-0.4299395719777451,-1.018727629890004,2.0,1.0,1.0,1.0,1.0,62.0,155.0,101.0,133.0,1.0,71.0,22.0
0.5646324110392928,-0.22427823597324972,-0.42686597684231886,-0.47233191255425677,1.4667762676498972,1.365631726305181,0.8004288520564077,2.0,0.0,1.0,-1.0,1.0,84.0,150.0,234.0,112.0,1.0,61.0,40.0
-0.7403173084608922,-1.0448083675826993,1.768607090819603,2.6966681397266994,1.4316450865395105,0.46784607716371795,-1.6802390778705176,2.0,2.0,1.0,-1.0,1.0,76.0,150.0,234.0,127.0,1.0,68.0,14.0
1.325853080747734,-0.22427823597324972,1.0850268168429924,-0.47233191255425677,-0.408882656131237,0.46784607716371795,0.6350509900612793,2.0,2.0,0.0,1.0,1.0,46.0,155.0,226.0,129.0,1.0,68.0,35.0
-0.9578089283775897,-1.0448083675826993,0.5371993486489364,1.7912395533607117,-0.9025197170494139,-1.327725221119208,0.8004288520564077,1.0,0.0,1.0,0.0,1.0,70.0,130.0,226.0,121.0,1.0,60.0,19.0
-1.284046358252636,1.4167820272456497,-0.3536019099813194,-0.47233191255425677,1.4132769362251405,-1.327725221119208,1.1311845760466643,2.0,2.0,0.0,-1.0,1.0,64.0,130.0,234.0,127.0,1.0,60.0,23.0
-0.6315714985025435,1.4167820272456497,0.4157728311495086,1.7912395533607117,-0.7094447753330925,1.365631726305181,0.6350509900612793,1.0,0.0,1.0,2.0,1.0,70.0,142.0,103.0,133.0,1.0,73.0,28.0
-1.719029598086031,-0.22427823597324972,-0.6564131144614052,-0.47233191255425677,-0.39153340777199547,-1.327725221119208,-0.02646045791923407,0.0,1.0,1.0,-1.0,1.0,71.0,142.0,234.0,135.0,1.0,58.0,31.0
-1.3927921682109847,-1.0448083675826993,0.09900267911150508,0.8858109669947243,-0.6032277359012117,1.365631726305181,0.965806714051536,1.0,0.0,1.0,0.0,1.0,69.0,130.0,101.0,121.0,1.0,52.0,19.0
0.02090336124754905,-0.22427823597324972,0.932498784609258,2.2439538465437057,1.4958917399567178,0.46784607716371795,-0.19183831991436243,0.0,2.0,1.0,2.0,1.0,62.0,142.0,226.0,143.0,1.0,69.0,23.0
1.760836320581129,1.4167820272456497,-1.0824875400669607,-0.47233191255425677,-0.5093910531021927,-0.4299395719777451,0.8004288520564077,2.0,2.0,0.0,2.0,1.0,72.0,155.0,234.0,127.0,1.0,71.0,27.0
-0.7403173084608922,1.4167820272456497,-0.6282911411648996,-0.47233191255425677,-0.5136201940940271,-0.4299395719777451,-0.02646045791923407,0.0,1.0,0.0,-1.0,1.0,62.0,142.0,226.0,121.0,1.0,73.0,28.0
-0.5228256885441948,-1.0448083675826993,-1.4101146513166771,-0.47233191255425677,1.4897224979818307,-0.4299395719777451,0.6350509900612793,0.0,0.0,1.0,2.0,1.0,46.0,142.0,234.0,135.0,1.0,52.0,13.0
-1.284046358252636,-1.0448083675826993,0.8130314176442748,1.7912395533607117,-0.8287679645713512,0.46784607716371795,0.965806714051536,0.0,1.0,0.0,3.0,1.0,71.0,161.0,226.0,127.0,1.0,62.0,24.0
0.3471407911225953,1.4167820272456497,-0.25939942178344433,1.7912395533607117,-0.46038605632882434,-1.327725221119208,0.30429526607102264,1.0,1.0,0.0,3.0,1.0,84.0,161.0,101.0,121.0,1.0,60.0,27.0
