0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
0.2570238391905855,0.17272708961361408,0.735666371341282,-0.2305398924102737,0.2745753325445897,2.5816158598202374,-0.3531404970959664,0.9079810487611191,0.745342053708014,1.4683749022656516,-0.8155261230420027,-1.223441584639169,0.4922531939418914,-1.2260417360813618,-1.3952548276171926,-1.6280374867006164,1.3339733447201803,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,39.0,38.0,121.0,9.0,57.0,321.0,54.0,262.0,74.0,95.0,1.0,48.0,22.0
-0.8854427654520077,-0.9185090361041638,-0.2296154600126903,1.3913487979132602,-0.32573310213341305,-0.4776145423851225,1.5144405732892747,-0.9134788404221892,0.9715187763302618,0.32264556512093256,-0.8155261230420027,-1.223441584639169,0.4922531939418914,-0.2617645507072215,-0.24739635582584857,0.3145960542496024,0.16903493995651578,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,48.0,40.0,119.0,6.0,295.0,321.0,209.0,164.0,197.0,102.0,1.0,55.0,26.0
-0.8156738124967349,-1.0276326486759415,1.7097711344334379,-1.0414842375720406,-1.224712422236227,-0.4776145423851225,-0.4601571655623416,-0.9134788404221892,-0.3029691051125634,-0.5366514377376067,1.1563850552979,-1.223441584639169,1.3757845676837477,-0.2085348122364621,-0.19352574162625483,0.4120221508197153,-0.1638046042616741,1.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,34.0,38.0,119.0,14.0,288.0,182.0,189.0,136.0,149.0,92.0,1.0,54.0,24.0
-1.7575546773929187,-2.0097451618219417,-0.7572944986706793,-1.0414842375720406,-0.9423180978157749,-0.4776145423851225,-0.5018700893942359,-0.9134788404221892,0.9715187763302618,1.3251587351225615,-0.8155261230420027,-1.223441584639169,-1.2748095535418211,1.3085127341801792,1.3417867630621674,1.3097340406443274,1.1675535726110855,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,41.0,116.0,13.0,295.0,182.0,189.0,136.0,149.0,102.0,1.0,45.0,11.0
-0.42322345212332496,-0.1546437481017193,-1.3827914922558837,1.3913487979132602,-0.49350996864386115,-0.4776145423851225,-0.8418094924082061,1.2198263216174052,0.9715187763302618,-1.6823807748823256,1.1563850552979,1.2199510237700133,0.4922531939418914,-0.5340551359614905,1.5655570066604798,0.08601944306587592,-0.330224376370769,2.0,0.0,0.0,-1.0,1.0,1.0,0.0,1.0,44.0,43.0,119.0,15.0,288.0,182.0,209.0,262.0,149.0,118.0,1.0,54.0,30.0
1.7221718512513158,1.700457665618503,-1.3801403801897658,-0.2305398924102737,-0.02754329732942101,1.707550030618706,-0.3573257402898019,-0.9134788404221892,-1.0999727943528654,-1.6823807748823256,1.1563850552979,1.2199510237700133,1.3757845676837477,0.7598369684046598,0.7865050474663547,0.3600972531971826,0.8347140283928955,0.0,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,56.0,37.0,116.0,14.0,288.0,197.0,209.0,262.0,149.0,95.0,1.0,47.0,15.0
-0.9900961948849171,-1.0276326486759415,-0.5592037129117735,-1.0414842375720406,0.5705601845031638,2.144582945219472,-0.7156523117353563,0.4650190134538943,-0.7768631906067971,1.4683749022656516,-0.8155261230420027,-1.223441584639169,-1.2748095535418211,-1.5658931432408254,-0.18316600812633294,0.4307579386216601,-0.1638046042616741,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,55.0,41.0,116.0,14.0,295.0,197.0,209.0,164.0,74.0,95.0,1.0,47.0,15.0
0.6320319613251771,0.718345152472503,-0.18956019643026906,1.3913487979132602,1.210357320140017,-0.4776145423851225,-0.6893271320461306,0.8973499599137457,-1.7246513615952643,-1.395948440596146,-0.8155261230420027,1.2199510237700133,0.4922531939418914,1.2757559720443272,-0.1292953939267392,0.528184035191773,1.1675535726110855,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,52.0,30.0,116.0,21.0,295.0,182.0,248.0,262.0,197.0,118.0,1.0,54.0,12.0
-0.5540402389144616,-0.9185090361041638,-1.5470334640153123,-0.2305398924102737,0.8046059065313586,1.707550030618706,1.4788939077629646,-0.9134788404221892,0.9715187763302618,-1.6823807748823256,1.1563850552979,-0.0017452804345778727,1.3757845676837477,-0.3743659205492124,-0.36135342432498924,0.10850238842820967,0.8347140283928955,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,49.0,45.0,127.0,11.0,288.0,321.0,189.0,138.0,80.0,92.0,1.0,45.0,13.0
1.4082115629525878,1.5913340530467253,-0.5699428330518828,1.3913487979132602,0.24462806389863873,-0.4776145423851225,-0.42352233680563434,0.31618376959066674,-1.9364676573843536,0.8955102336932921,1.1563850552979,-0.0017452804345778727,0.4922531939418914,-0.4644470164228051,-0.4525190791243017,-0.9203600160100159,0.8347140283928955,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,35.0,116.0,13.0,288.0,182.0,189.0,138.0,166.0,102.0,1.0,47.0,16.0
